INCIDENT_DATE,INCIDENT_TIME,UOF_NUMBER,OFFICER_ID,OFFICER_GENDER,OFFICER_RACE,OFFICER_HIRE_DATE,OFFICER_YEARS_ON_FORCE,OFFICER_INJURY,OFFICER_INJURY_TYPE,OFFICER_HOSPITALIZATION,SUBJECT_ID,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_INJURY,SUBJECT_INJURY_TYPE,SUBJECT_WAS_ARRESTED,SUBJECT_DESCRIPTION,SUBJECT_OFFENSE,REPORTING_AREA,BEAT,SECTOR,DIVISION,LOCATION_DISTRICT,STREET_NUMBER,STREET_NAME,STREET_DIRECTION,STREET_TYPE,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE,INCIDENT_REASON,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,TYPE_OF_FORCE_USED5,TYPE_OF_FORCE_USED6,TYPE_OF_FORCE_USED7,TYPE_OF_FORCE_USED8,TYPE_OF_FORCE_USED9,TYPE_OF_FORCE_USED10,NUMBER_EC_CYCLES,FORCE_EFFECTIVE
10/6/16,7:30:00 PM," 37289, 37290, 37291",9757,Female,White,3/4/09,8,No,Sprain/Strain,No,46877,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Warrant/Hold, Resisting Arrest",6008,621,620,NORTH CENTRAL,D12,19251,Preston,NULL,Rd.,19251 PRESTON RD,Dallas,TX,33.008646,-96.795565,Arrest,Arrest,Joint Locks,Verbal Command,BD - Pushed,,,,,,,,NULL," No, No, Yes"
8/7/16,12:40:00 PM,36062,10570,Male,Asian,6/19/13,3,No,No injuries noted or visible,No,46092,White,Male,Yes,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,3107,544,540,NORTHWEST,D14,4300,LEMMON AVE,NULL,NULL,4300 LEMMON AVE,Dallas,TX,32.816911,-96.811339,Arrest,Danger to self or others,Take Down - Arm,,,,,,,,,,NULL, Yes
7/6/16,12:10:00 AM,35499,7896,Male,White,5/10/00,16,No,No injuries noted or visible,No,45753,White,Male,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,4521,643,640,NORTH CENTRAL,D11,13000,Coit,NULL,Rd.,13000 COIT RD,Dallas,TX,32.925852,-96.769006,Service Call,Active Aggression,Weapon display at Person,,,,,,,,,,NULL, Yes
11/12/16,10:03:00 PM,38044,9881,Male,White,6/10/09,7,No,No injuries noted or visible,No,47417,White,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Assault/FV,1164,144,140,CENTRAL,D14,6031,Richomond,NULL,Ave.,6031 RICHMOND AVE,Dallas,TX,32.815997,-96.762419,Service Call,Active Aggression,Taser Display at Person,,,,,,,,,,NULL, Yes
10/2/16,2:20:00 AM,37254,9513,Male,White,7/9/08,8,No,No injuries noted or visible,No,46868,White,Female,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,4423,612,610,NORTH CENTRAL,D12,3900,Rosemeade,NULL,NULL,3900 ROSEMEADE PKWY,Dallas,TX,33.010426,-96.8446,Arrest,Arrest,Hand Controlled Escort,,,,,,,,,,NULL, Yes
9/11/16,5:57:00 PM," 36721, 36722, 36723",10115,Male,Hispanic,1/20/10,7,No,No injuries noted or visible,No,46548,White,Female,Yes,Laceration/Cut,No,Alchohol,APOWW,6009,623,620,NORTH CENTRAL,D12,7760,MCCALLUM,NULL,Blvd.,7760 MCCALLUM BLVD,Dallas,TX,32.987854,-96.772035,Service Call,Danger to self or others,Verbal Command,Taser Display at Person,Hand Controlled Escort,,,,,,,,NULL," No, No, Yes"
12/8/16,5:10:00 PM," 38531, 38532",10903,Male,White,10/8/14,2,No,No injuries noted or visible,No,47716,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,8822,651,650,NORTH CENTRAL,D11,7808,Clodus Fields,NULL,Dr.,7808 CLODUS FIELDS DR,Dallas,TX,32.913541,-96.772259,Arrest,Active Aggression,Held Suspect Down,Verbal Command,,,,,,,,,NULL," Yes, No"
8/7/16,12:40:00 PM,36050,7655,Male,Asian,7/10/98,18,Yes,No injuries noted or visible,No,46092,White,Male,No,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Public Intoxication,3106,544,540,NORTHWEST,D14,4239,Lemmon,NULL,Ave.,4239 LEMMON AVE,Dallas,TX,32.816535,-96.811109,Service Call,Arrest,Hand/Arm/Elbow Strike,,,,,,,,,,NULL, Yes
10/23/16,4:30:00 PM," 37635, 37636, 37637, 37639, 37640",10913,Male,White,10/22/14,2,No,No injuries noted or visible,No,47111,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Resisting Arrest, Warrant/Hold, Other Misdemeanor Arrest",2161,342,340,SOUTHEAST,D7,1700,Martin Luther King Jr,NULL,Blvd.,1700 MARTIN LUTHER KING JR BLVD,Dallas,TX,32.761973,-96.776719,Arrest,Arrest,Hand Controlled Escort,Pressure Points,Verbal Command,Held Suspect Down,BD - Tripped,,,,,,NULL," No, No, No, Yes, Yes"
8/14/16,6:00:00 PM," 36150, 36151",11015,Male,Black,5/20/15,1,No,No injuries noted or visible,No,46173,Black,Male,No,No injuries noted or visible,No,Unknown,No Arrest,4356,757,750,SOUTH CENTRAL,D8,3245,Simpson Stuart,NULL,Rd.,3245 SIMPSON STUART RD,Dallas,TX,32.671004,-96.766439,Service Call,Other,Verbal Command,Joint Locks,,,,,,,,,NULL," No, Yes"
7/21/16,10:20:00 PM,35844,10812,Female,Black,5/7/14,2,No,No injuries noted or visible,No,45946,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,6065,131,130,CENTRAL,D2,2500,Victory,NULL,Ave.,2500 VICTORY AVE,Dallas,TX,32.789996,-96.811292,Off-Duty Employment,Arrest,Hand Controlled Escort,,,,,,,,,,NULL, No
8/12/16,11:00:00 AM," 36107, 36108",9423,Male,White,4/2/08,8,No,No injuries noted or visible,No,36354,Black,Male,No,No injuries noted or visible,Yes,FD-Unknown if Armed,"Burglary/Habitation, Unauthorize Use Vehicle, Evading Arrest",4521,643,640,NORTH CENTRAL,D11,13330,Emily,NULL,Rd.,13330 EMILY RD,Dallas,TX,32.928788,-96.764501,Arrest,Active Aggression,Verbal Command,Taser,,,,,,,,,1," No, Yes"
11/17/16,1:29:00 AM,38067,9643,Male,White,10/29/08,8,No,No injuries noted or visible,No,39852,Hispanic,Male,Yes,Abrasion/Scrape,Yes,Marijuana,"Drug Possession - Misdemeanor, Evading Arrest, Warrant/Hold",1022,644,640,NORTH CENTRAL,D11,13250,Maham,NULL,Rd.,13250 MAHAM RD,Dallas,TX,32.928468,-96.761161,Arrest,Other,Held Suspect Down,,,,,,,,,,NULL, Yes
10/16/16,5:28:00 PM," 37482, 37483, 37484, 37485, 37486",10971,Male,Hispanic,1/28/15,2,No,No injuries noted or visible,No,26044,Black,Male,No,"Taser Burn Marks, Treated by DFD",Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest, DWI",4173,715,710,SOUTH CENTRAL,D4,1200,Corinth St,S,Rd.,1200 S CORINTH STHY,Dallas,TX,32.732661,-96.800022,Service Call,Danger to self or others,Verbal Command,BD - Grabbed,Take Down - Arm,BD - Grabbed,BD - Grabbed,,,,,,NULL," No, No, Yes, No, Yes"
12/18/16,9:16:00 PM," 38685, 38686, 38687",10760,Male,White,3/12/14,3,No,No injuries noted or visible,No,47808,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Resisting Arrest, Public Intoxication, Warrant/Hold",2049,132,130,CENTRAL,D14,300,Lamar,N,St.,300 N LAMAR ST,Dallas,TX,32.781445,-96.804823,Arrest,Arrest,Verbal Command,Take Down - Group,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
7/27/16,9:00:00 PM," 35892, 35893, 35894, 35895, 35896",10670,Male,Hispanic,9/25/13,3,No,No injuries noted or visible,No,45986,White,Male,No,No injuries noted or visible,No,None detected,No Arrest,6025,248,240,NORTHEAST,D10,9915,Northwest,E,Hwy.,9915 E NORTHWEST HWY,Dallas,TX,32.863181,-96.715202,Other ( In Narrative),Detention/Frisk,Verbal Command,Verbal Command,BD - Grabbed,Take Down - Body,Held Suspect Down,,,,,,NULL," No, No, No, Yes, Yes"
10/6/16,7:30:00 PM,37298,11045,Male,Hispanic,7/1/15,1,No,No injuries noted or visible,No,46877,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Warrant/Hold, Resisting Arrest",6008,621,620,NORTH CENTRAL,D12,19251,Preston,NULL,Rd.,19251 PRESTON RD,Dallas,TX,33.008646,-96.795565,Arrest,Arrest,Verbal Command,,,,,,,,,,NULL, No
11/27/16,10:36:00 PM,38337,10577,Male,White,6/19/13,3,No,No injuries noted or visible,No,47575,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,Assault,1084,216,210,NORTHEAST,D13,6781,EASTRIDGE,NULL,Dr.,6781 EASTRIDGE DR,Dallas,TX,32.867942,-96.750963,Crime in Progress,Active Aggression,Take Down - Head,,,,,,,,,,NULL, Yes
9/10/16,11:00:00 PM," 36704, 36705, 36706",9821,Male,White,4/29/09,7,No,No injuries noted or visible,No,46542,Black,Female,No,No injuries noted or visible,Yes,Alchohol,"Other Felony Arrest, Warrant/Hold, Resisting Arrest",4380,451,450,SOUTHWEST,D8,3829,Gannon,NULL,Ln.,3829 GANNON LN,Dallas,TX,32.65232,-96.88202,Arrest,Active Aggression,Hand Controlled Escort,Verbal Command,Handcuffing Take Down,,,,,,,,NULL," Yes, No, Yes"
10/27/16,3:20:00 AM," 37821, 37822",10358,Male,White,5/9/12,4,No,No injuries noted or visible,No,47189,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"DWI, Resisting Search and Transport, Drug Possession - Misdemeanor, Escape",6042,111,110,CENTRAL,D2,3200,Merrifield,NULL,Ave.,3200 MERRIFIELD AVE,Dallas,TX,32.792141,-96.740594,Call for Cover,Arrest,Verbal Command,Held Suspect Down,,,,,,,,,NULL," No, Yes"
8/11/16,5:25:00 PM," 36407, 36408, 36409",10889,Male,Hispanic,8/13/14,2,No,No injuries noted or visible,No,42380,White,Male,No,No injuries noted or visible,Yes,NULL,APOWW,1094,654,650,NORTH CENTRAL,D13,7518,Wentwood,NULL,Dr.,7518 WENTWOOD DR,Dallas,TX,32.863323,-96.777957,Arrest,Danger to self or others,BD - Grabbed,BD - Grabbed,Held Suspect Down,,,,,,,,NULL," Yes, Yes, Yes"
9/18/16,5:26:00 AM," 36871, 36872, 36873, 36874, 36875, 36876",10829,Male,White,6/18/14,2,No,No injuries noted or visible,No,46634,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,"Crim Trespass/Bldg/Prop, Resisting Arrest",1224,311,310,SOUTHEAST,D7,4825,Owenwood,NULL,Ave.,4825 OWENWOOD AVE,Dallas,TX,32.782077,-96.740979,Service Call,Arrest,Take Down - Arm,Joint Locks,Taser Display at Person,Verbal Command,Pressure Points,Feet/Leg/Knee Strike,,,,,NULL," Yes, Yes, Yes, No, No, Yes"
9/30/16,10:10:00 PM," 37166, 37167",8759,Male,White,12/16/05,11,No,No injuries noted or visible,No,46818,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,2060,131,130,CENTRAL,D14,901,elm,NULL,St.,901 ELM ST,Dallas,TX,32.780376,-96.80433,Arrest,Arrest,Verbal Command,Joint Locks,,,,,,,,,NULL," No, Yes"
9/6/16,11:20:00 AM," 36594, 36598, 36599",8014,Male,White,4/13/01,15,No,No injuries noted or visible,No,42920,NULL,Male,No,No injuries noted or visible,No,Unknown,No Arrest,1020,635,630,NORTH CENTRAL,D11,13015,Coit,NULL,Rd.,13015 COIT RD,Dallas,TX,32.925605,-96.769269,Service Call,Danger to self or others,Joint Locks,Verbal Command,Combat Stance,,,,,,,,NULL," Yes, No, Yes"
11/19/16,2:00:00 AM," 38082, 38083",10811,Male,White,5/7/14,3,No,No injuries noted or visible,No,47446,White,Male,Yes,Abrasion/Scrape,Yes,Unknown Drugs,APOWW,6007,614,610,NORTH CENTRAL,D12,4141,Horizon North,NULL,Pkwy.,4141 HORIZON NORTH PKWY,Dallas,TX,33.014815,-96.840192,Service Call,Active Aggression,Verbal Command,Handcuffing Take Down,,,,,,,,,NULL," No, Yes"
10/16/16,5:28:00 PM," 37489, 37490, 37491",10469,Male,Black,9/26/12,4,No,No injuries noted or visible,No,26044,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"DWI, Warrant/Hold",2132,152,150,CENTRAL,D2,1200,Corinth,S,St.,1200 CORINTH ST,Dallas,TX,32.765827,-96.788454,Arrest,Arrest,Verbal Command,BD - Grabbed,Taser,,,,,,,,0," No, No, Yes"
10/26/16,6:40:00 PM," 37689, 37690, 37692, 37694",10613,Male,White,8/14/13,3,No,No injuries noted or visible,No,47185,Black,Female,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Resisting Arrest,4224,716,710,SOUTH CENTRAL,D4,1704,Hemphill,NULL,Dr.,1704 HEMPHILL DR,Dallas,TX,32.713799,-96.795191,Arrest,Danger to self or others,Hand Controlled Escort,Held Suspect Down,Hand Controlled Escort,Held Suspect Down,,,,,,,NULL," Yes, Yes, Yes, Yes"
9/18/16,5:26:00 AM," 36877, 36878, 36879, 36880",10869,Female,White,8/13/14,2,No,No injuries noted or visible,No,46634,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Crim Trespass/Bldg/Prop, Resisting Arrest",1224,311,310,SOUTHEAST,D7,4825,OWENWOOD,NULL,Ave.,4825 OWENWOOD AVE,Dallas,TX,32.782077,-96.740979,Service Call,Arrest,Take Down - Arm,Weapon display at Person,Verbal Command,Held Suspect Down,,,,,,,NULL," Yes, Yes, Yes, Yes"
10/12/16,1:00:00 AM,37403,9149,Male,White,6/13/07,9,No,No injuries noted or visible,No,46938,White,Male,No,No injuries noted or visible,Yes,Alchohol,Assault/FV,1069,245,240,NORTHEAST,D10,9763,Audelia,NULL,Rd.,9763 AUDELIA RD,Dallas,TX,32.880256,-96.717977,Arrest,Detention/Frisk,Joint Locks,,,,,,,,,,NULL, Yes
10/20/16,5:53:00 PM," 37576, 37577",10913,Male,White,10/22/14,2,No,No injuries noted or visible,No,39717,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,2214,351,350,SOUTHEAST,D8,6800,Great Trinity Forest,NULL,Way,6800 GREAT TRINITY FOREST WAY,Dallas,TX,32.713029,-96.702442,Arrest,Arrest,Verbal Command,BD - Tripped,,,,,,,,,NULL," No, Yes"
12/8/16,1:00:00 PM," 38502, 38503, 38504",8321,Male,Black,9/13/02,14,No,No injuries noted or visible,No,45119,Black,Male,Yes,Abrasion/Scrape,Yes,Unknown Drugs,Public Intoxication,2074,134,130,CENTRAL,D2,500,Park,NULL,Ave.,500 PARK AVE,Dallas,TX,32.778049,-96.793555,Arrest,Active Aggression,Take Down - Arm,Held Suspect Down,Verbal Command,,,,,,,,NULL," Yes, Yes, No"
12/23/16,1:45:00 AM," 38796, 38797, 38798",10857,Female,White,8/13/14,2,No,No injuries noted or visible,No,47871,Black,Female,No,No injuries noted or visible,Yes,Marijuana,Assault/FV,6018,235,230,NORTHEAST,D9,9440,Poppy,NULL,Dr.,9440 POPPY DR,Dallas,TX,32.835521,-96.705001,Arrest,Danger to self or others,Verbal Command,Held Suspect Down,Hand Controlled Escort,,,,,,,,NULL," No, Yes, Yes"
8/15/16,10:18:00 PM," 36172, 36173",9172,Male,Hispanic,7/11/07,9,No,No injuries noted or visible,No,46186,Black,Male,Yes,"OC Spray Treatment, Treated by DFD",Yes,Alchohol and unknown drugs,"Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold",2054,116,110,CENTRAL,D2,3900,Main,W,St.,3900 MAIN ST,Dallas,TX,32.786657,-96.772848,Arrest,Active Aggression,OC Spray,Take Down - Arm,,,,,,,,,NULL," Yes, Yes"
7/16/16,6:10:00 PM," 35690, 35692, 35693",10325,Male,White,3/28/12,4,No,No injuries noted or visible,No,45855,White,Male,Yes,Injury Not Related to Force,Yes,Alchohol,"Resisting Search and Transport, Assault/FV",2123,151,150,CENTRAL,D2,800,Belleview,NULL,St.,800 BELLEVIEW ST,Dallas,TX,32.767283,-96.796207,Call for Cover,Arrest,Verbal Command,Held Suspect Down,Leg Restraint System,,,,,,,,NULL," No, No, No"
8/4/16,1:00:00 AM," 35997, 35998, 35999",10697,Male,Hispanic,11/6/13,3,No,No injuries noted or visible,No,46058,White,Female,No,No injuries noted or visible,Yes,Mentally unstable,"Fail to ID, Resisting Search and Transport",2071,133,130,CENTRAL,D14,205,LAMAR,S,St.,205 S LAMAR ST,Dallas,TX,32.7785,-96.803969,Arrest,Arrest,Joint Locks,Hand Controlled Escort,Verbal Command,,,,,,,,NULL," Yes, Yes, No"
7/21/16,9:26:00 AM," 35811, 35812",6607,Male,Black,4/17/91,25,No,No injuries noted or visible,No,45930,Black,Male,No,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Other Misdemeanor Arrest, Assault/Public Servant",4226,731,730,SOUTH CENTRAL,D4,3000,oVERTON,E,Rd.,3000 E OVERTON RD,Dallas,TX,32.715358,-96.775939,Traffic Stop,Arrest,Taser Display at Person,Take Down - Body,,,,,,,,,NULL," Yes, Yes"
10/25/16,9:50:00 PM," 37681, 37682",9679,Male,Hispanic,12/10/08,8,No,No injuries noted or visible,No,47151,Black,Male,Yes,Abrasion/Scrape,Yes,None detected,"Warrant/Hold, Evading Arrest",2086,135,130,CENTRAL,D2,700,Lamar,S,St.,700 S LAMAR ST,Dallas,TX,32.774161,-96.802725,Arrest,Arrest,BD - Pushed,Held Suspect Down,,,,,,,,,NULL," Yes, Yes"
11/4/16,9:00:00 PM,37823,10253,Male,White,9/29/10,6,No,No injuries noted or visible,No,47280,Hispanic,Male,Yes,Abrasion/Scrape,Yes,Marijuana,"Evading Arrest, Drug Possession - Misdemeanor",3016,552,550,NORTHWEST,D13,2955,Sundial,NULL,Dr.,2955 SUNDIAL DR,Dallas,TX,32.901278,-96.87911,Arrest,Arrest,Take Down - Body,,,,,,,,,,NULL, Yes
7/10/16,8:50:00 AM,35555,10811,Male,White,5/7/14,2,No,No injuries noted or visible,No,14267,Black,Male,No,No injuries noted or visible,No,None detected,No Arrest,6008,621,620,NORTH CENTRAL,D12,5716,Willow Wood,NULL,Ln.,5716 WILLOW WOOD LN,Dallas,TX,33.011521,-96.810008,Call for Cover,Detention/Frisk,Held Suspect Down,,,,,,,,,,NULL, Yes
11/5/16,8:06:00 PM," 37841, 37842, 37843, 37844, 37845",10592,Male,Hispanic,6/19/13,3,No,No injuries noted or visible,No,47283,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Assault/FV, Evading Arrest, Resisting Arrest, Warrant/Hold",1098,248,240,NORTHEAST,D9,11201,Lake Highland Dr,E,NULL,11201 E LAKE HIGHLANDS DR,Dallas,TX,32.8621,-96.701399,Arrest,Active Aggression,Held Suspect Down,Verbal Command,Hand Controlled Escort,Held Suspect Down,Hand Controlled Escort,,,,,,NULL," Yes, Yes, Yes, Yes, Yes"
9/30/16,11:03:00 AM,37128,7833,Male,White,11/3/99,17,No,No injuries noted or visible,No,46807,Black,Male,No,No injuries noted or visible,No,NULL,APOWW,1240,321,320,SOUTHEAST,D5,7014,london fog,NULL,Dr.,7014 LONDON FOG DR,Dallas,TX,32.762732,-96.699076,Service Call,Active Aggression,Handcuffing Take Down,,,,,,,,,,NULL, Yes
11/27/16,8:30:00 AM,38913,8014,Male,White,4/13/01,16,No,No injuries noted or visible,No,47554,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,Crim Trespass/Bldg/Prop,6006,611,610,NORTH CENTRAL,D12,18121,Marsh,NULL,Ln.,18121 MARSH LN,Dallas,TX,32.995788,-96.855548,Service Call,Detention/Frisk,Joint Locks,,,,,,,,,,NULL, Yes
7/26/16,9:00:00 PM," 35880, 35881, 35882, 35883",10724,Male,White,1/29/14,2,No,No injuries noted or visible,No,45970,White,Male,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,2063,134,130,CENTRAL,D14,1900,Main,NULL,St.,1900 MAIN ST,Dallas,TX,32.781377,-96.795681,Arrest,Arrest,Verbal Command,Pressure Points,Pressure Points,Joint Locks,,,,,,,NULL," No, Yes, Yes, Yes"
12/1/16,5:30:00 PM,38402,10903,Male,White,10/8/14,2,No,No injuries noted or visible,No,47619,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1178,223,220,NORTHEAST,D7,2790,Peavy,NULL,Rd.,2790 PEAVY RD,Dallas,TX,32.815234,-96.684417,Arrest,Active Aggression,Held Suspect Down,,,,,,,,,,NULL, Yes
10/25/16,10:30:00 PM,37674,9639,Male,White,10/15/08,8,No,No injuries noted or visible,No,47148,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Crim Trespass/Bldg/Prop,6009,623,620,NORTH CENTRAL,D12,7220,McCallum,NULL,Blvd.,7220 MCCALLUM BLVD,Dallas,TX,32.987913,-96.777632,Crime in Progress,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
10/29/16,10:30:00 PM," 37729, 37732",9881,Male,White,6/10/09,7,No,No injuries noted or visible,No,47211,Hispanic,Male,No,No injuries noted or visible,No,Unknown,No Arrest,1187,112,110,CENTRAL,D14,5600,Colombia,NULL,Ave.,5600 COLUMBIA AVE,Dallas,TX,32.801301,-96.756192,Service Call,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
9/23/16,12:50:00 PM," 36965, 36966",7855,Male,White,1/7/00,17,No,No injuries noted or visible,No,46702,Black,Male,No,No injuries noted or visible,Yes,Alchohol,Crim Trespass/Bldg/Prop,4192,446,440,SOUTHWEST,D1,655,Illinois,W,Ave.,655 W ILLINOIS AVE,Dallas,TX,32.720401,-96.831739,Service Call,Weapon Display,Verbal Command,Taser Display at Person,,,,,,,,,NULL," No, Yes"
11/26/16,2:45:00 AM," 38250, 38251",9249,Male,White,9/26/07,9,Yes,possible blood exposure,No,47534,Black,Male,Yes,"OC Spray Treatment, Injured prior to contact",Yes,Alchohol,"Disorderly Conduct, Resisting Arrest",1159,143,140,CENTRAL,D14,5039,Willis,NULL,St.,5039 WILLIS AVE,Dallas,TX,32.820189,-96.785364,Arrest,Arrest,OC Spray,Verbal Command,,,,,,,,,NULL," Yes, No"
11/26/16,8:30:00 PM," 38323, 38324",10731,Male,White,1/29/14,3,No,No injuries noted or visible,No,47561,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Other Misdemeanor Arrest,1214,314,310,SOUTHEAST,D2,3408,Culver,NULL,St.,3408 CULVER ST,Dallas,TX,32.790406,-96.736985,Arrest,Arrest,Taser Display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
9/30/16,8:30:00 PM," 37180, 37181",8425,Male,White,8/15/03,13,No,No injuries noted or visible,No,0,Black,Male,No,No injuries noted or visible,Yes,FD-Suspect w/ Gun,No Arrest,9604,255,250,NORTHEAST,D10,9601,Forest,NULL,Ln.,9601 FOREST LN,Dallas,TX,32.909366,-96.727288,Crime in Progress,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
8/28/16,2:00:00 AM,36473,5485,Male,Black,9/29/86,30,No,No injuries noted or visible,No,46353,Black,Male,Yes,OC Spray Treatment,Yes,Alchohol,Assault,3025,534,530,NORTHWEST,D6,2443,Walnut Hill,NULL,Ln.,2443 WALNUT HILL LN,Dallas,TX,32.881122,-96.895174,Arrest,Active Aggression,OC Spray,,,,,,,,,,NULL, Yes
11/21/16,9:05:00 PM," 38182, 38183, 38184",11077,Male,White,9/9/15,1,No,No injuries noted or visible,No,47499,Black,Male,Yes,Abrasion/Scrape,Yes,Alchohol and unknown drugs,APOWW,1053,244,240,NORTHEAST,D10,8110,Skillman,NULL,St.,8110 SKILLMAN ST,Dallas,TX,32.891071,-96.728473,Arrest,Arrest,Verbal Command,Joint Locks,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
9/3/16,7:36:00 AM,36674,9119,Male,Hispanic,5/30/07,9,No,No injuries noted or visible,No,0,Black,Female,No,No injuries noted or visible,No,Marijuana,No Arrest,2163,345,340,SOUTHEAST,D7,3513,Pondrom,NULL,St.,3513 PONDROM ST,Dallas,TX,32.761696,-96.7681,Service Call,Other,Weapon display at Person,,,,,,,,,,NULL, Yes
11/7/16,3:20:00 AM," 37848, 37849",10696,Male,White,11/6/13,3,No,No injuries noted or visible,No,9632,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,Assault/FV,2139,312,310,SOUTHEAST,D7,3802,Frank,NULL,St.,3802 FRANK ST,Dallas,TX,32.77099,-96.750379,Arrest,Arrest,BD - Grabbed,Joint Locks,,,,,,,,,NULL," No, Yes"
9/27/16,12:00:00 AM,38187,9854,Male,Hispanic,6/10/09,7,No,No injuries noted or visible,No,46787,White,Female,No,No injuries noted or visible,Yes,Unknown,Warrant/Hold,3024,532,530,NORTHWEST,D6,11100,Goodnight,NULL,Ln.,11100 GOODNIGHT LN,Dallas,TX,32.883472,-96.901923,Arrest,Other,BD - Pushed,,,,,,,,,,NULL, Yes
10/6/16,7:00:00 PM,37288,10219,Male,White,8/18/10,6,No,No injuries noted or visible,No,46874,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,6007,614,610,NORTH CENTRAL,D12,4204,CAPISTRANO,S,Dr.,4204 S CAPISTRANO DR,Dallas,TX,33.005646,-96.836648,Arrest,Arrest,Weapon display at Person,,,,,,,,,,NULL, Yes
7/9/16,3:30:00 PM,35537,9254,Male,White,9/26/07,9,No,No injuries noted or visible,No,45802,Black,Male,Yes,Abrasion/Scrape,Yes,None detected,"Warrant/Hold, Other Felony Arrest",4354,735,730,SOUTH CENTRAL,D8,1999,Camp Wisdom,E,Rd.,1999 E CAMP WISDOM RD,Dallas,TX,32.66308,-96.788319,Arrest,Arrest,Leg Restraint System,,,,,,,,,,NULL, Yes
10/11/16,11:00:00 PM,37420,9854,Male,Hispanic,6/10/09,7,No,No injuries noted or visible,No,37569,Hispanic,Male,Yes,Abrasion/Scrape,Yes,Unknown,"Evading Arrest, Warrant/Hold, Drug Possession - Felony",3026,535,530,NORTHWEST,D6,11200,Denton,NULL,Dr.,11200 DENTON DR,Dallas,TX,32.888822,-96.886261,Arrest,Arrest,Held Suspect Down,,,,,,,,,,NULL, Yes
7/6/16,5:30:00 PM," 35586, 35587",8982,Male,Other,11/15/06,10,No,No injuries noted or visible,No,45768,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"DWI, Criminal Mischief",4383,748,740,SOUTH CENTRAL,D8,500,Wheatland,W,Rd.,500 W WHEATLAND RD,Dallas,TX,32.647456,-96.830836,Arrest,Arrest,Joint Locks,Verbal Command,,,,,,,,,NULL," Yes, No"
8/4/16,6:00:00 PM,36001,8425,Male,White,8/15/03,13,No,No injuries noted or visible,No,46066,Black,Male,No,No injuries noted or visible,Yes,Unknown,Disorderly Conduct,1083,214,210,NORTHEAST,D13,8100,PARK,NULL,Ln.,8100 PARK LN,Dallas,TX,32.871908,-96.767375,Arrest,Assault to Other Person,OC Spray,,,,,,,,,,NULL, Yes
